order_date,product_id,product_name,category,price,quantity,revenue
2024-08-14,36,Wooden Kitchen Utensil Set,,87,11,957
2025-04-08,44,Camping Lantern,,24,9,216
2025-03-05,25,Black Bean Salsa,,29,86,2494
2024-10-23,48,Chocolate Syrup,,67,39,2613
2024-11-14,63,Mango Chunks,,60,39,2340
2024-11-18,78,Green Smoothie Mix,,85,18,1530
2024-08-07,20,Cucumber Lime Sparkling Water,,76,82,6232
2024-09-28,64,Jennifer's Amazing Lip Balm Kit,,80,47,3760
2025-05-29,27,Teriyaki Stir-Fry Sauce,,10,94,940
2025-07-04,25,Portable USB-C Monitor,,85,40,3400
2025-06-20,31,Faux Fur Throw Blanket,,12,47,564
2024-07-26,77,Silicone Baking Mat,,89,28,2492
2025-03-30,80,Cauliflower Gnocchi,,12,29,348
2025-05-01,51,Sweetened Condensed Milk,,28,18,504
2025-01-07,53,Portable UV Sterilizer,,59,46,2714
2025-05-31,50,Beach Cover-Up,,89,87,7743
2024-11-21,43,Pet Grooming Kit,,39,62,2418
2025-05-30,35,Hair Dryer,,35,43,1505
2024-07-28,42,Herb Drying Rack,,11,27,297
2025-06-02,95,Inflatable Pool Float,,68,68,4624
2024-08-03,37,Portable Hand Warmer,,80,94,7520
2025-03-03,72,Smart Home Hub,,33,67,2211
2025-03-04,32,Bamboo Bathtub Caddy,,87,59,5133
2024-10-05,51,Dog Car Seat Cover,,93,52,4836
2025-04-14,46,Stainless Steel Water Bottle,,1,97,97
2024-12-14,26,Quinoa and Kale Salad Kit,,28,30,840
2024-09-16,73,Teriyaki Beef Jerky,,44,87,3828
2024-10-02,12,Travel Jewelry Organizer,,69,37,2553
2024-11-29,37,Smart Water Bottle,,68,1,68
2025-01-18,78,Hibiscus Herbal Tea,,77,53,4081
2025-02-18,81,Paint By Numbers Kit,,82,15,1230
2025-01-11,59,Legging Pants,,98,65,6370
2025-03-23,27,Savory Mushroom Risotto,,11,85,935
2025-04-11,46,Maple Glazed Carrots,,21,65,1365
2024-11-24,60,Fresh Strawberries,,38,75,2850
2024-08-06,44,Cherry Almond Protein Bar,,19,84,1596
2024-11-01,65,Coconut Cream Pie,,48,4,192
2025-06-29,46,Chili Lime Corn Chips,,45,16,720
2024-08-06,66,LED Strip Light Kit,,46,39,1794
2024-12-11,74,Lightweight Workout Tank,,41,36,1476
2024-08-07,28,Pet Grooming Scissors,,19,3,57
2024-09-17,14,Electric Heat Pad,,54,55,2970
2025-04-06,35,Dog Training Collar,,56,73,4088
2025-02-28,16,Party Mini Dress,,63,9,567
2024-10-29,25,Chocolate Mint Thins,,76,66,5016
2025-01-04,15,Beach Cover-Up,,60,23,1380
2025-03-26,48,Avocado Lime Dressing,,23,73,1679
2025-05-07,13,Shower Curtain Hooks,,19,46,874
2024-10-19,39,Home Brewing Starter Kit,,20,14,280
2024-10-31,8,Pet Reflective Vest,,1,13,13
2024-08-03,60,Himalayan Salt Grinder,,87,45,3915
2025-02-23,83,Wireless Mouse,,30,57,1710
2025-06-09,43,Watercolor Paint Set,,4,5,20
2024-07-21,55,Portable Pet Bathing Tool,,18,64,1152
2024-09-28,70,Almond Joy Snack Bars,,57,23,1311
2024-12-20,53,Warm Knit Beanie,,90,29,2610
2024-08-02,65,Savory Italian Herbs,,52,80,4160
2024-11-25,100,Reusable Produce Bags Set,,98,44,4312
2024-10-25,18,Kale and Quinoa Salad,,74,9,666
2024-11-01,54,Honey Sesame Chicken,,86,15,1290
2024-11-19,62,Two-Tone Windbreaker,,79,30,2370
2024-09-16,36,Chocolate Peanut Butter Cups,,87,9,783
2024-09-18,31,Overnight Hiking Backpack,,37,47,1739
2025-05-19,99,Inspirational Wall Art,,11,22,242
2024-08-21,60,Vegan Chocolate Cake Mix,,12,2,24
2024-09-29,3,Cocktail Shaker and Mixing Glass Set,,96,68,6528
2025-01-24,95,Relaxed Fit Henley Shirt,,47,50,2350
2025-05-28,92,Pepperoni Pizza Roll-Ups,,28,40,1120
2024-11-07,15,Chickpea Snack Mix,,30,67,2010
2025-05-08,3,Mobile Workbench,,42,19,798
2025-03-28,52,Mint Chocolate Chip Ice Cream,,10,1,10
2024-10-07,19,Energy Bites,,16,40,640
2025-03-12,47,Fitness Jump Box,,39,97,3783
2025-05-12,54,Beard Grooming Kit,,50,30,1500
2024-10-09,27,Granola,,7,56,392
2024-11-10,17,Eco-Friendly Yoga Mat,,52,30,1560
2024-08-06,24,Beef Sirloin Steak,,76,11,836
2024-07-23,60,Hot Dog Buns,,46,99,4554
2024-08-15,95,Herbal Tea Variety Pack,,20,97,1940
2024-08-02,96,Hand Crank Blender,,99,9,891
2025-02-17,80,Hummus Variety Pack,,13,29,377
2025-03-23,74,Caramelized Onion Dip Mix,,74,6,444
2024-08-11,31,Greek Feta Cheese,,11,38,418
2024-07-19,11,Collapsible Camping Cup,,36,100,3600
2024-11-27,32,Coconut Oil,,13,42,546
2024-07-21,4,Printed Maxi Skirt,,5,65,325
2024-12-30,41,Beef Enchilada Casserole,,22,24,528
2025-06-21,52,Rustic Italian Breads,,54,66,3564
2024-08-12,11,Sriracha Chili Sauce,,5,80,400
2024-10-22,38,Personalized Cutting Board,,70,86,6020
2025-05-06,62,Pet Hair Vacuum Attachment,,28,89,2492
2024-09-12,59,Compact Refrigerator,,5,54,270
2025-01-18,78,Outdoor Inflatable Pool,,58,84,4872
2025-03-25,49,Roasted Red Pepper Sauce,,94,90,8460
2025-05-16,14,Cotton Quilted Throw Blanket,,11,4,44
2025-05-04,82,Electric Toothbrush,,7,33,231
2024-10-01,59,Window Blinds,,54,14,756
2024-12-21,74,Electric Heat Pad,,63,40,2520
2025-01-11,63,Fitbit Activity Tracker,,97,28,2716
2024-08-27,35,Pumpkin Spice Latte Mix,,52,9,468
2024-08-22,2,Organic Brown Rice Cakes,,27,72,1944
2024-09-18,80,Collapsible Folding Chair,,33,23,759
2024-09-10,62,Vanilla Pudding Mix,,71,17,1207
2024-12-26,56,Travel Document Organizer,,19,77,1463
2024-12-29,38,Kids' Art Supplies Kit,,20,91,1820
2024-11-26,44,Honey,,89,11,979
2024-11-30,15,Thermostatic Shower Valve Kit,,95,75,7125
2025-03-30,5,Salsa Verde,,98,30,2940
2024-09-16,98,Under Desk Footrest,,35,19,665
2024-10-10,25,Caramel Apple Chips,,10,27,270
2025-05-23,35,Teriyaki Stir-Fry Sauce,,51,42,2142
2024-09-17,43,Sunflower Seeds,,46,84,3864
2024-10-07,68,Coffee Maker,,83,30,2490
2024-09-10,14,Classic White T-Shirt,,71,11,781
2025-04-29,93,Cranberry Almond Biscotti,,52,55,2860
2024-09-15,74,Low-Fat Cottage Cheese,,58,32,1856
2025-03-10,36,Infrared Space Heater,,51,9,459
2024-10-11,72,Spinach Artichoke Dip,,65,14,910
2025-04-20,90,Honey mustard chicken tenders,,52,100,5200
2025-02-04,75,Travel Shoe Bags Set,,29,53,1537
2025-05-14,80,Pressure Washer Accessories Kit,,16,92,1472
2024-12-02,74,Stainless Steel Travel Mug,,69,11,759
2025-04-01,11,Collapsible Camping Cup,,11,82,902
2025-02-06,50,Ice Cream Scoop,,19,21,399
2024-09-28,50,Vegetable Fried Rice,,50,84,4200
2024-08-30,95,Bluetooth Shower Speaker,,98,20,1960
2025-02-26,20,Video Camera,,75,92,6900
2025-02-03,69,Slim Wallet,,68,56,3808
2025-04-10,98,Peach Halves (canned),,31,94,2914
2025-06-23,79,Mini Air Hockey Table,,9,34,306
2025-03-30,79,Vegetable Stock,,36,93,3348
2024-09-08,96,Roasted Red Pepper Sauce,,16,21,336
2025-04-25,21,Non-Toxic Crayons for Kids,,12,55,660
2024-07-19,59,Stainless Steel BBQ Grill Set,,1,39,39
2024-08-21,83,Golf Putting Green,,24,98,2352
2025-04-08,59,Trackpad for Laptop,,11,64,704
2025-03-23,61,Diced Tomatoes (canned),,75,66,4950
2024-08-01,85,Veggie Burger Patties,,30,30,900
2025-03-04,13,Car Phone Mount,,83,87,7221
2025-03-24,100,Classic Pesto Sauce,,96,86,8256
2024-07-18,91,Bock Beer Mustard,,19,38,722
2024-12-17,60,Canned Sardines,,32,77,2464
2025-03-31,78,Harvest Grain Salad,,33,84,2772
2025-03-30,52,Weighted Blanket for Adults,,17,96,1632
2024-09-30,12,Baked Mac and Cheese,,8,21,168
2025-03-04,31,Pet Grooming Kit,,34,94,3196
2025-01-29,80,Stylish Wide-Leg Trousers,,30,12,360
2025-01-03,26,Wild Rice Pilaf,,96,64,6144
2024-12-05,95,Suction Cup Hooks,,73,25,1825
2024-07-20,62,Maple Bacon Jerky,,9,50,450
2024-07-28,85,Adjustable Dog Harness,,93,51,4743
2024-09-18,42,Caramelized Onion Dip Mix,,82,89,7298
2024-07-12,6,Roasted Sweet Corn,,5,82,410
2024-10-01,6,Smoked Paprika,,37,63,2331
2025-05-30,4,Pasta Salad Kit,,47,46,2162
2024-10-21,22,Smoked Salmon,,26,86,2236
2024-09-29,46,Nutty Quinoa Salad,,5,11,55
2025-06-26,34,Almond Joy Bars,,37,92,3404
2025-03-14,91,Classic Caesar Dressing,,83,85,7055
2025-01-26,96,Car Vacuum,,80,29,2320
2025-04-17,58,Pet Grooming Brush,,71,47,3337
2024-08-30,69,Teriyaki Chicken Bowl,,92,87,8004
2024-09-20,79,Creative Puzzle Game,,89,4,356
2025-01-22,47,Hydration Backpack,,95,70,6650
2025-07-06,53,Pet Hair Remover,,20,33,660
2025-01-06,100,Organic Green Lentils,,92,80,7360
2025-04-29,76,Spiced Pumpkin Soup,,13,71,923
2024-12-03,44,Zesty Garlic Hummus,,50,37,1850
2024-11-14,71,Taro Chips,,19,88,1672
2024-09-06,44,Personalized Cutting Board,,83,40,3320
2024-11-10,52,Travel Yoga Mat,,3,32,96
2025-05-06,9,Safety First Aid Kit,,35,20,700
2024-09-27,10,Carrot and Celery Sticks,,18,66,1188
2025-02-17,15,Electric Griddle with Removable Plates,,57,79,4503
2025-07-08,66,Spicy BBQ Sauce,,40,45,1800
2025-05-24,99,Compact Refrigerator,,28,15,420
2025-04-20,25,Portable Phone Mug Holder,,88,80,7040
2025-03-17,18,Vegetable Pizza Rolls,,16,87,1392
2024-12-08,27,Oven Thermometer,,58,23,1334
2025-03-06,71,Classic BBQ Sauce,,54,66,3564
2025-03-17,60,Kale and Quinoa Salad,,8,38,304
2024-11-02,86,Greek Feta Cheese,,25,60,1500
2025-01-24,37,Cinnamon Rolls,,18,100,1800
2024-10-17,44,Wire Shelving Unit,,38,52,1976
2025-07-10,41,Garlic Parmesan Wings,,92,82,7544
2025-02-01,79,Kids' Gardening Tools Set,,3,36,108
2024-12-09,20,Pasta Portion Control Measure,,56,27,1512
2024-08-13,99,Wireless Security System,,7,25,175
2024-12-18,82,Himalayan Salt Grinder,,32,54,1728
2025-01-25,30,LED Christmas Lights,,89,73,6497
2024-08-22,55,Electric Can Opener,,46,47,2162
2025-02-27,43,Garlic Herb Seasoning,,21,63,1323
2024-10-14,83,Raisin Cinnamon Granola,,65,100,6500
2024-08-23,3,Pet Hair Vacuum Attachment,,7,23,161
2025-04-09,60,Baby Monitor,,16,41,656
2025-06-08,66,Vegetarian Sausage Links,,58,30,1740
2025-06-30,35,Kale Salad with Lemon Dressing,,28,85,2380
2024-10-01,6,Buffalo Cauliflower Bites,,37,83,3071
2025-06-22,5,Creamy Coleslaw Mix,,7,21,147
2024-09-17,52,Pet Hair Removal Roller,,70,44,3080
2025-02-03,48,Spiralizer,,79,63,4977
2024-11-13,42,Pet Reflective Vest,,75,98,7350
2024-10-22,79,Cabbage,,72,76,5472
2024-12-29,68,Coconut Curry Chicken,,73,96,7008
2025-02-18,83,Laundry Detergent,,25,96,2400
2024-12-29,45,Rice Noodles,,10,2,20
2024-11-12,62,Carrot Ginger Soup,,23,23,529
2024-11-23,47,Hydration Backpack,,93,7,651
2025-04-01,46,Bicycle Lock,,5,66,330
2025-03-06,82,Hiking Boots,,39,23,897
2024-12-13,61,Dog Car Seat Cover,,22,55,1210
2024-08-17,87,Children's Educational Workbook,,53,10,530
2025-03-24,63,Pasta Primavera Kit,,2,9,18
2025-05-25,55,Habanero Hot Sauce,,59,52,3068
2025-01-20,99,Pet Hair Vacuum Attachment,,21,97,2037
2025-02-02,53,Puffed Rice Cake,,25,36,900
2024-12-04,51,Savory Oats,,93,83,7719
2025-07-07,36,Luxury Rolling Makeup Case,,53,72,3816
2024-12-08,4,Avocado Oil Mayo,,9,35,315
2024-12-23,43,Bluetooth Sleep Headphones,,52,46,2392
2024-12-17,90,Vegetable Quinoa Bowl,,82,63,5166
2024-12-20,29,Travel Pillow,,85,19,1615
2025-05-20,99,Vegetable Potstickers,,20,83,1660
2025-06-16,24,Buffalo Cauliflower Wings,,71,74,5254
2025-03-10,64,Wireless Range Extender,,85,1,85
2025-01-10,44,Rainbow Veggie Chips,,74,31,2294
2024-10-05,94,Linen Trousers,,8,16,128
2024-08-21,62,Classic Vanilla Fudge,,68,12,816
2025-06-17,59,Electric Heating Pad,,4,61,244
2024-10-10,51,Organic Coconut Flour,,37,1,37
2024-08-18,7,Weighted Jump Rope,,67,29,1943
2024-12-14,52,Ribbed Knit Dress,,58,84,4872
2024-08-18,93,Maple Cinnamon Granola,,56,15,840
2025-05-20,71,Sesame Garlic Stir-Fry Sauce,,72,92,6624
2025-07-05,32,Kids' Dinosaur-Themed Lunchbox,,9,59,531
2024-09-05,4,Pasta Primavera Kit,,9,41,369
2024-07-30,50,Sushi Rice,,13,57,741
2024-10-23,5,Sesame Seeds,,79,26,2054
2025-05-03,88,Fitness Tracker with Heart Rate Monitor,,94,71,6674
2025-01-04,37,Pumpkin Spice Muffins,,22,12,264
2025-05-26,58,Spicy Tuna Rolls,,33,15,495
2024-08-30,41,Biodegradable Dog Waste Bags,,44,4,176
2025-05-03,83,Motion Sensor Light,,52,95,4940
2025-01-26,57,LED Canopy Lights,,29,9,261
2025-04-24,76,Fruit and Nut Energy Bites,,34,17,578
2025-03-18,62,Wireless Car Charger,,51,41,2091
2024-12-27,2,Vegetable Potstickers,,90,25,2250
2025-01-21,42,Gluten-Free Bread,,78,79,6162
2024-09-12,79,Pet Travel Bowl,,20,93,1860
2025-03-16,14,Stylish Wide-Leg Trousers,,13,59,767
2025-07-06,72,Active Racerback Tank,,25,34,850
2024-08-03,11,Screen Cleaning Kit,,90,18,1620
2025-03-14,64,Garlic Parmesan Wings,,22,71,1562
2025-06-05,35,Vegan Caesar Dressing,,58,17,986
2024-10-16,87,Maple Glazed Carrots,,10,65,650
2024-10-07,73,Cacao Powder,,56,28,1568
2025-01-27,14,Mango Salsa,,90,45,4050
2025-04-07,95,Non-Toxic Crayons for Kids,,17,24,408
2025-02-18,11,Mango Chilli Sauce,,57,24,1368
2025-05-06,40,Mini Pretzels,,35,76,2660
2024-08-26,51,Herbed Couscous,,4,39,156
2025-03-11,1,Apricot Jam,,52,13,676
2024-10-31,7,Handheld Vacuum,,89,43,3827
2025-07-10,69,Classic Vanilla Fudge,,16,87,1392
2025-04-03,22,Quinoa,,96,81,7776
2024-11-12,91,Chili Beans (canned),,35,27,945
2024-09-13,30,Almond Flour Pancake Mix,,89,55,4895
2024-11-17,18,Coconut Cream Pie Mix,,82,95,7790
2025-07-09,60,Gardening Kneeler and Seat,,48,86,4128
2025-04-13,51,Chili Garlic Sauce,,69,55,3795
2024-11-06,53,Camping Chair with Cooler,,16,52,832
2024-11-23,47,Mediterranean Chickpea Salad,,53,58,3074
2025-03-07,71,Almond Butter Cookies,,12,47,564
2025-01-31,64,Ginger Turmeric Shots,,35,43,1505
2025-03-06,85,Spicy Hummus,,58,85,4930
2024-07-17,8,Cheddar & Bacon Potato Skins,,43,4,172
2024-09-11,73,Roasted Garlic Mashed Potatoes,,50,61,3050
2024-12-07,50,Adjustable Height Standing Desk Converter,,61,42,2562
2024-08-17,31,Pet Water Fountain,,8,15,120
2024-09-02,32,Rice Cakes,,3,4,12
2025-02-01,30,Mechanical Keyboard,,94,53,4982
2024-10-23,69,Scented Soy Candles,,98,41,4018
2024-09-03,14,Set of Measuring Spoons,,68,60,4080
2025-04-06,85,Pet Waterer with Filtration,,59,17,1003
2024-12-23,23,Zesty Garlic Marinade,,15,5,75
2025-05-17,14,Compact Portable Grill,,29,58,1682
2024-11-23,57,Whole Grain Mustard,,31,17,527
2025-03-07,15,Breathable Face Mask Set,,45,55,2475
2024-09-12,39,Motion Sensor Light,,87,16,1392
2025-06-16,9,Cinnamon Sugar Tortilla Chips,,6,95,570
2024-11-29,40,Crew Neck Sweater,,85,67,5695
2025-02-16,34,Portable Projector,,7,3,21
2025-06-13,24,Lentil Soup,,25,54,1350
2025-02-12,50,Organic Whole Wheat Flour,,77,72,5544
2025-06-15,50,Pasta Salad Kit,,61,25,1525
2025-02-02,7,Pasta (Fusilli),,28,55,1540
2025-01-26,94,Compact Hair Dryer,,95,19,1805
2025-01-11,63,Garlic Parmesan Roasted Nuts,,39,20,780
2024-07-14,89,Sliced Olives,,65,37,2405
2025-04-26,50,Tomato Basil Pasta Sauce,,49,60,2940
2024-08-09,40,Marinara Sauce,,75,31,2325
2024-07-31,50,Mini Fondue Set,,46,45,2070
2024-12-30,44,Organic Honeycrisp Apples,,23,88,2024
2025-01-30,58,Wall Calendar,,43,98,4214
2025-07-03,37,Tabletop Fire Pit,,96,70,6720
2025-06-03,22,Organic Lentil Soup,,29,35,1015
2025-04-08,30,Cinnamon Sugar Donuts,,71,51,3621
2025-06-17,57,Wireless Earbuds Case,,96,24,2304
2024-10-13,21,Gardening Gloves,,49,15,735
2025-02-01,88,Cucumber Lime Sparkling Water,,51,8,408
2024-08-07,72,Pepperoni Pizza Rolls,,34,78,2652
2025-05-23,69,Jennifer's Amazing Lip Balm Kit,,71,9,639
2025-02-18,15,Over-The-Door Shoe Organizer,,75,21,1575
2024-07-18,80,Pet Water Bottle,,10,23,230
2024-11-05,81,Mini Air Purifier,,61,92,5612
2024-10-15,85,Sliced Avocado,,3,26,78
2025-02-25,28,Sesame Oil,,78,100,7800
2025-02-24,63,Honey,,22,20,440
2025-02-19,85,Cinnamon Sugar Tortilla Chips,,62,96,5952
2025-04-28,66,Rechargeable Laptop Battery Pack,,33,80,2640
2024-09-15,67,Electric Griddle with Lid,,28,57,1596
2024-10-15,1,Cranberry Almond Biscotti,,42,43,1806
2024-07-27,11,Sesame Seeds,,2,28,56
2025-04-08,66,Black Bean Soup,,14,92,1288
2025-05-01,50,Coconut Chia Pudding,,100,34,3400
2025-02-13,61,Electric Heat Pad,,51,72,3672
2025-04-08,76,Tailgating Set,,44,49,2156
2024-10-19,78,Robot Vacuum Cleaner,,14,41,574
2024-12-21,99,Ultraviolet Phone Sanitizer,,56,10,560
2025-03-24,29,Portable Pet Water Bottle,,60,9,540
2025-03-30,82,LED Under Cabinet Lighting,,76,53,4028
2024-09-21,46,Multicolored LED Strip Lights,,9,49,441
2024-08-07,31,Peanut Butter Granola,,56,90,5040
2025-03-05,4,Pumpkin Spice Latte Mix,,20,6,120
2025-04-18,70,Cinnamon Raisin Bagels,,63,24,1512
